id,timestamp,symbol,direction,trade_type,confidence,gate_score,strike,expiry,option_type,premium,iv,entry_zone,stop_loss,target_1,target_2,rr_ratio,regime_type,vix_level,rsi_value,pcr_value
d58a6b71-7d47-4485-9a4b-602ad88449dc,2026-05-11T13:06:05.663731,VEDL,PUT,INTRADAY,A-,65.0,,,,,,Premium breakdown below 298.25 zone,Spot reclaims VWAP or 299.74,296.76 (1:1 RR),295.27 (1:2 RR),1:2,RANGEBOUND,15.0,43.58325862606623,0.49
6ecfd11c-4c80-46e9-b337-604a89a7f477,2026-05-11T13:10:01.409910,VEDL,PUT,INTRADAY,A-,65.0,,,,,,Premium breakdown below 298.50 zone,Spot reclaims VWAP or 299.99,297.01 (1:1 RR),295.51 (1:2 RR),1:2,RANGEBOUND,15.0,43.58325862606623,0.49
f6c718d8-583d-4528-bf1b-efece2abfc9f,2026-05-11T13:20:32.777564,UNIONBANK,PUT,INTRADAY,A-,65.0,,,,,,Premium breakdown below 164.00 zone,Spot reclaims VWAP or 164.82,163.18 (1:1 RR),162.36 (1:2 RR),1:2,RANGEBOUND,15.0,44.25009754236338,0.44
c0e047c0-cbfe-4086-b5ae-f47721125ce9,2026-05-11T13:25:02.016046,UNIONBANK,PUT,INTRADAY,A-,65.0,,,,,,Premium breakdown below 164.28 zone,Spot reclaims VWAP or 165.10,163.46 (1:1 RR),162.64 (1:2 RR),1:2,MEAN_REVERTING,15.0,44.25009754236338,0.44
64837673-af59-408a-87aa-2a25df425663,2026-05-11T14:16:01.269360,BHARTIARTL,PUT,INTRADAY,A-,65.0,,,,,,Premium breakdown below 1768.00 zone,Spot reclaims VWAP or 1776.84,1759.16 (1:1 RR),1750.32 (1:2 RR),1:2,TRENDING_BEARISH,15.0,36.23187727661033,0.5
a83b8f72-a95a-418f-bdaa-ada7558cf7ab,2026-05-11T14:16:02.305331,NATIONALUM,PUT,INTRADAY,A-,65.0,,,,,,Premium breakdown below 393.25 zone,Spot reclaims VWAP or 395.22,391.28 (1:1 RR),389.32 (1:2 RR),1:2,TRENDING_BEARISH,15.0,29.140407819602146,0.5
9ff4b08e-6bae-4e88-9953-06a41581a301,2026-05-11T14:20:01.448077,BHARTIARTL,PUT,INTRADAY,A-,65.0,,,,,,Premium breakdown below 1766.80 zone,Spot reclaims VWAP or 1775.63,1757.97 (1:1 RR),1749.13 (1:2 RR),1:2,TRENDING_BEARISH,15.0,36.23187727661033,0.5
d0313af5-2407-4b7b-a990-bf76f419fb93,2026-05-11T14:20:01.824883,NATIONALUM,PUT,INTRADAY,A-,65.0,,,,,,Premium breakdown below 393.30 zone,Spot reclaims VWAP or 395.27,391.33 (1:1 RR),389.37 (1:2 RR),1:2,TRENDING_BEARISH,15.0,29.140407819602146,0.5
3e3ed250-57fc-430c-b9f5-cda22e3897b1,2026-05-11T14:25:30.036695,SHRIRAMFIN,PUT,INTRADAY,A-,65.0,,,,,,Premium breakdown below 979.20 zone,Spot reclaims VWAP or 984.10,974.30 (1:1 RR),969.41 (1:2 RR),1:2,TRENDING_BEARISH,15.0,37.776031736774804,0.55
b8902711-f33c-4e12-a783-e2b7b977d464,2026-05-11T14:25:30.599015,SAMMAANCAP,PUT,INTRADAY,B,60.0,,,,,,Premium breakdown below 145.97 zone,Spot reclaims VWAP or 146.70,145.24 (1:1 RR),144.51 (1:2 RR),1:2,TRENDING_BEARISH,15.0,44.60930100305845,0.59
b3944818-2d73-4bd2-85dd-54ad0cee1d01,2026-05-11T15:46:51.295415,INFY,PUT,INTRADAY,B,60.0,,,,,,Premium breakdown below 1177.00 zone,Spot reclaims VWAP or 1182.88,1171.12 (1:1 RR),1165.23 (1:2 RR),1:2,RANGEBOUND,15.0,38.086652131767075,0.61
b9c95b7c-f92c-4c68-877a-7fa0f8000c3b,2026-05-11T15:46:49.460875,VEDL,PUT,INTRADAY,B,55.0,,,,,,Premium breakdown below 298.40 zone,Spot reclaims VWAP or 299.89,296.91 (1:1 RR),295.42 (1:2 RR),1:2,RANGEBOUND,15.0,42.61304843693243,0.49
cd766829-6cc0-4e80-bff4-619527109f37,2026-05-11T15:46:51.953315,INDIANB,PUT,INTRADAY,B,55.0,,,,,,Premium breakdown below 839.65 zone,Spot reclaims VWAP or 843.85,835.45 (1:1 RR),831.25 (1:2 RR),1:2,RANGEBOUND,15.0,39.56411585087023,0.5
8964692a-46e6-43b8-84f4-21e2d20a89d4,2026-05-11T15:46:52.399360,UNIONBANK,PUT,INTRADAY,B,55.0,,,,,,Premium breakdown below 163.81 zone,Spot reclaims VWAP or 164.63,162.99 (1:1 RR),162.17 (1:2 RR),1:2,RANGEBOUND,15.0,32.50161738382032,0.44
b0ddc9fa-7505-422c-b6e7-f2ec4d89aec4,2026-05-11T15:49:34.190534,SBIN,PUT,INTRADAY,B,55.0,,,,,,Premium breakdown below 973.60 zone,Spot reclaims VWAP or 978.47,968.73 (1:1 RR),963.86 (1:2 RR),1:2,RANGEBOUND,15.0,35.09658488455858,0.37
9c6ab667-f650-47d2-a826-05b60393a42b,2026-05-11T15:49:35.639362,CANBK,PUT,INTRADAY,B,55.0,,,,,,Premium breakdown below 129.43 zone,Spot reclaims VWAP or 130.08,128.78 (1:1 RR),128.14 (1:2 RR),1:2,RANGEBOUND,15.0,57.177756695325,0.67
45b1deb5-6342-4d9c-bdf7-5b2f2b8ab5dd,2026-05-11T16:16:51.142556,PNB,PUT,INTRADAY,B,55.0,,,,,,Premium breakdown below 104.62 zone,Spot reclaims VWAP or 105.14,104.10 (1:1 RR),103.57 (1:2 RR),1:2,RANGEBOUND,15.0,37.66350568040292,0.63
d27a642d-3af8-4291-ba0d-ae23979c37a9,2026-05-11T16:16:52.271359,SHRIRAMFIN,PUT,INTRADAY,B,55.0,,,,,,Premium breakdown below 975.95 zone,Spot reclaims VWAP or 980.83,971.07 (1:1 RR),966.19 (1:2 RR),1:2,RANGEBOUND,15.0,51.601088640623665,0.54
d1eb87cd-2598-4f5f-8aa5-69b35cee866e,2026-05-11T16:16:53.184351,APLAPOLLO,PUT,INTRADAY,B,55.0,,,,,,Premium breakdown below 1949.80 zone,Spot reclaims VWAP or 1959.55,1940.05 (1:1 RR),1930.30 (1:2 RR),1:2,RANGEBOUND,15.0,50.293005152968234,0.62
